analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
861s4v0fr6jhrti,MGI:1920081,Dhx30,C57BL,Early adult,IMPC_CSD_016_001,0.6067045,Coat - hair texture / appearance - abdomen
8620t7fyl30cr92,MGI:2444612,Klhdc7a,C57BL,Early adult,ESLIM_019_001_003,0.3885819,IgG1
8621sftshzg0rq1,MGI:1929743,Asb2,C57BL,E12.5,IMPC_GRS_011_001,0.6622399,Forelimb and hindlimb grip strength normalised against body weight
86251j979fkki51,MGI:87994,Aldoa,C57BL,e9.5,KMPCIP_CSD_005_001,0.06542917,Coat - color - back
862641oe75io05j,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_CBC_007_001,0.6686959,Albumin
862ik39i69vo85h,MGI:1298397,Sncg,C57BL,Late adult,IMPC_ECH_012_001,0.3798423,LVPWs
86329jop6l4d0c0,MGI:2137354,Trim9,C57BL,Early adult,IMPC_CBC_010_001,0.2329591,Phosphorus
8633p40630dj08o,MGI:95791,Got1,C57BL,Early adult,IMPC_HEM_006_001,0.1971946,Mean corpuscular hemoglobin
8634j07t50t7eh0,MGI:87994,Aldoa,C57BL,E9.5,ESLIM_007_001_011,0.5201034,Centre resting time
8638ghb19z204b4,MGI:1926950,Zfp236,C57BL,Middle aged adult,KMPCIP_CSD_008_001,0.3637932,Coat - color pattern - back
863rb4x635qb172,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_HEM_036_001,0.9589485,Eosinophil cell count
8640s2206v3swrp,MGI:2682639,Ddx31,C57BL,E18.5,IMPC_EYE_059_001,0.480178,Mean right eye lens density
8644s656336zv45,MGI:1918039,Kynu,C57BL,Early adult,IMPC_ABR_010_001,0.06828341,24kHz-evoked ABR Threshold
864633537z5awpq,MGI:2442144,Taf5,C57BL,Early adult,IMPC_IMM_054_001,0.756597,NK Subsets (Q1)
864uj26e2qjt9r5,MGI:3609246,Lingo3,C57BL,Early adult,ESLIM_019_001_001,0.9918818,IgM
86526k2135609c8,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_OFD_012_001,0.9698466,Periphery permanence time
865593ec5i463hu,MGI:108404,Apbb3,C57BL,early adult,M-G-P_007_001_009,0.5499819,Periphery - average Speed
865e1b5g23jktol,MGI:1915751,Nsmce2,C57BL,E12.5,IMPC_HEM_019_001,0.7473342,Mean platelet volume
8662958ss30942y,MGI:95413,Ercc2,C57BL,Early adult,M-G-P_013_001_003,0.1876864,Left Retina
86672l189ro58dv,MGI:1278344,Nipsnap1,C57BL,early adult,ESLIM_019_001_007,0.3937623,IgE
8670as77yzl392e,MGI:2141861,Ap2s1,C57BL,Early adult,JAXLA_CSD_007_001,0.7242705,Coat - color - abdomen
86712v5v42in23l,MGI:1917311,Sdr9c7,C57BL,E15.5,IMPC_HEM_019_001,0.68802,Mean platelet volume
867h0ei0wnp2755,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_GEO_069_001,0.344077,Delayed embryonic development
867zf1u72aovn30,MGI:2444024,Rinl,C57BL,early adult,IMPC_HEM_036_001,0.7538818,Eosinophil cell count
86816950116m2jv,MGI:1929743,Asb2,C57BL,E9.5,IMPC_CSD_041_002,0.6126706,Hindpaw - size
8681ht84f8lyfp3,MGI:95413,Ercc2,C57BL,Early adult,CCP_XRY_063_001,0.08747731,Cervical processes
86825q01314af9m,MGI:1298397,Sncg,C57BL,Late adult,IMPC_OFD_009_001,0.4741833,Whole arena average speed
86841j60p46q7qg,MGI:1889272,Cadm1,129SV,Early adult,IMPC_LDT_006_001,0.6139249,Latency to first transition into dark
8687u553r38m19m,MGI:2141861,Ap2s1,C57BL,Early adult,HRWL_OWT_001_001,0.1387998,Spleen weight
868bg877n9vv652,MGI:105077,Hsd17b1,C58BL,Early adult,IMPC_HEM_001_001,0.2830143,White blood cell count
868lj5b36277zm5,MGI:103032,Scg3,C57BL,Early adult,IMPC_ACS_006_001,0.4114232,Response amplitude - S
868pe0991ge28te,MGI:2141861,Ap2s1,C57BL,E12.5,IMPC_HWT_008_001,0.9517717,Heart weight
8690h06a4e8x0px,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_CSD_033_001,0.4402469,Gait
86919k79ot4u956,MGI:1918039,Kynu,C57BL,Late adult,ESLIM_007_001_006,0.3124809,Periphery distance travelled
8691oo4x887h0j6,MGI:1341796,Pla2g2d,C57BL,Early adult,IMPC_EYE_059_001,0.2119556,Mean right eye lens density
8693tp04shi2mvn,MGI:1916823,Hilpda,C57BL,Early adult,JAX_PLC_005_001,0.5532524,Free fatty acids
869401fu875i0b2,MGI:95751,Glrb,C57BL,Early adult,IMPC_EYE_010_001,0.2082759,Iris/Pupil
86967or33812479,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_FEA_015_001,0.1018377,Cue Baseline % Freezing Time
869dp8p0s5cb96n,MGI:1920978,Psd,C57BL,Early adult,IMPC_EYE_092_002,0.3862471,Retina (combined)
869ng64897b4njv,MGI:2447773,Fam83a,C57BL,Early adult,JAXLA_CSD_007_001,0.6027736,Coat - color - abdomen
869o73r1sx49007,MGI:2143484,Slc6a15,C57BL,Early adult,IMPC_GEL_032_001,0.1565214,Embryo Size
869tahv39s6datp,MGI:2141861,Ap2s1,C57BL,Early adult,JAX_LDT_008_001,0.1841666,Percent time in dark
869ynla2pi71396,MGI:96654,Kcna1,C57BL,Early adult,IMPC_HEM_029_001,0.1717466,Neutrophil differential count
86b3r74328jngf9,MGI:1913483,Dmap1,C57BL,E12.5,IMPC_CSD_016_001,0.6530663,Coat - hair texture / appearance - abdomen
86b6v8fln76i383,MGI:1918968,Telo2,C57BL,Early adult,IMPC_CBC_018_001,0.4062247,Glucose
86b8sm8q7dthrkg,MGI:1918968,Telo2,C57BL,Early adult,IMPC_ECH_007_001,0.9851532,LVAWd
86bq01vp8jx5q98,MGI:2141861,Ap2s1,C57BL,E9.5,IMPC_CBC_018_001,0.1353949,Glucose
86bxh0mf8jvl15a,MGI:2682639,Ddx31,C57BL,Early adult,IMPC_OFD_050_001,0.5270486,Percentage center movement time
86c8u193fa356hl,MGI:2682639,Ddx31,C57BL,e18.5,IMPC_CBC_023_001,0.3698604,Alpha-amylase
86c9z3b311s5bm9,MGI:1934754,Kars1,C57BL,Early adult,ESLIM_019_001_003,0.8707207,IgG1
86d069p5v2w0062,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_FEA_015_001,0.5670579,Cue Baseline % Freezing Time
86d659z41cnj307,MGI:2682639,Ddx31,C57BL,E9.5,ESLIM_019_001_007,0.4682528,IgE
86e660n172f92is,MGI:1919221,Zswim1,C57BL,Early adult,JAX_LDT_009_001,0.2910038,Percent time in light
86fbhhr84mzaap0,MGI:1914391,Fbxo5,C57BL,E9.5,IMPC_CBC_002_001,0.08940449,Potassium
86fw2nbr10e4aeh,MGI:1914738,Calcoco1,C57BL,Late adult,JAX_LDT_003_001,0.445874,Time mobile light side
86gfeo81ch1666q,MGI:1913483,Dmap1,C57BL,E9.5,ESLIM_009_001_702,0.7499497,Forelimb and hindlimb grip strength measurement mean
86h1vqr43k3hbhy,MGI:1929743,Asb2,C57BL,E9.5,IMPC_OFD_020_001,0.1785948,Distance travelled - total
86h3311cd13s3t7,MGI:2148801,Afg1l,C57BL,Late adult,JAX_LDT_005_001,0.8305772,Time mobile dark side
86hgcv87twnn0yu,MGI:2442707,Tmem72,C57BL,Middle aged adult,IMPC_CBC_002_001,0.3631271,Potassium
86hgo6355zq9y07,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_CSD_041_002,0.2649036,Hindpaw - size
86i1z8pu33029z1,MGI:3645933,Tm4sf19,C57BL,Early adult,IMPC_GEL_011_001,0.2203923,Embryo turning
86i24m6xk0l4aqv,MGI:1914738,Calcoco1,C57BL,Early adult,HRWL_OWT_001_001,0.469058,Spleen weight
86iqz2m258q4e7o,MGI:97601,Prkcq,C57BL,Early adult,KMPCLA_CSD_011_001,0.5806204,Coat - hair distribution - back
86ixt4l7a6g0o2y,MGI:1920081,Dhx30,C57BL,E12.5,IMPC_CSD_028_001,0.4016318,Snout size
86k1vz97ule1xuo,MGI:1923322,Rnf183,C57BL,Early adult,ESLIM_019_001_001,0.9585955,IgM
86m81m6wzz9hggm,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_GEL_063_001,0.9807266,Delayed embryonic development
86n678h66ne408s,MGI:1923411,Lamp5,C57BL,Early adult,IMPC_EYE_083_001,0.4481456,Vitreous
86o7x7s14jtni37,MGI:1918039,Kynu,C57BL,Early adult,IMPC_LDT_008_001,0.4365113,Percent time in light
86pbh6te0gg8vbj,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_GRS_011_001,0.5538997,Forelimb and hindlimb grip strength normalised against body weight
86pg4br88idz0t3,MGI:1923275,Cant1,C57BL,Early adult,M-G-P_007_001_015,0.8831801,Number of entries in the center
86po5z2y57kh4s3,MGI:1914228,Luc7l,C57BL,Late adult,IMPC_GEO_047_002,0.9141609,Microphthalmia
86pzmgu524xh1ei,MGI:106014,Nudc,C57BL,Early adult,IMPC_GEL_018_001,0.9659099,Visceral yolk sac morphology
86pzyj5i7vc6829,MGI:1278344,Nipsnap1,C57BL,Early adult,JAXLA_CSD_012_001,0.4255737,Coat - hair distribution - head
86q38b54m2qg177,MGI:1929743,Asb2,C57BL,E9.5,IMPC_CBC_007_001,0.5954158,Albumin
86q6iz091j6zqb9,MGI:97601,Prkcq,C57BL,Early adult,IMPC_EYE_024_001,0.2107757,Retinal Blood Vessels
86q98g6731slx1m,MGI:1921358,Parn,C57BL,Early adult,JAX_OFD_009_001,0.8194026,Whole arena average speed
86r422895z7d4k6,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_GEM_062_001,0.5348742,Craniofacial morphology
86rj795cs0148o1,MGI:1298224,Pip5k1c,C57BL,E18.5,JAX_LDT_009_001,0.5885767,Percent time in light
86s2736464ij124,MGI:2682639,Ddx31,C57BL,E12.5,M-G-P_026_001_007,0.242272,Skin pigmentation
86sdx61b5u5562a,MGI:2447773,Fam83a,C57BL,early adult,IMPC_HEM_037_001,0.3530064,Basophil cell count
86se12g29rubnt7,MGI:2442144,Taf5,C57BL,Early adult,IMPC_CBC_003_001,0.07791986,Chloride
86t21l61fe9z50a,MGI:2685787,Arhgef33,C57BL,Early adult,IMPC_CBC_009_001,0.06703034,Calcium
86t9160150s0l6x,MGI:1889272,Cadm1,C57BL,Early adult,ESLIM_005_001_004,0.9271351,Bone Mineral Density (excluding skull)
86vih9549e57lg4,MGI:2685483,Gsg1l,C57BL,Early adult,IMPC_ECH_005_001,0.3220765,Fractional Shortening
86w1ik05074b872,MGI:1926950,Zfp236,C57BL,E15.5,HRWLLA_EYE_092_001,0.5522472,Retina (combined)
86w50088j4xe4bz,MGI:1923322,Rnf183,C57BL,Early adult,IMPC_GEM_062_001,0.0505029,Craniofacial morphology
86w8wn830vy74w6,MGI:1929743,Asb2,C57BL,E12.5,JAX_SLW_013_001,0.7439384,Breath rate during sleep mean
86wfs8107uqx25p,MGI:2443439,Itgbl1,C57BL,Early adult,CCP_XRY_063_001,0.1753403,Cervical processes
86xjy8w653lw1hm,MGI:3609246,Lingo3,C57BL,Early adult,IMPC_GEL_024_001,0.1376566,Branchial arch morphology
86y32jbfsnpu8g6,MGI:2145316,Txndc5,C57BL,Early adult,IMPC_OFD_050_001,0.6938006,Percentage center movement time
87040i5s866bvo5,MGI:1920978,Psd,C57BL,Early adult,ESLIM_016_001_006,0.9640824,Mean corpuscular haemoglobin
87059vavz6106j4,MGI:2443439,Itgbl1,C57BL,Early adult,JAX_LDT_006_001,0.4003209,Fecal boli
870930i3g98p2zs,MGI:1298224,Pip5k1c,C57BL,E12.5,ESLIM_007_001_003,0.790538,Whole arena resting time
870excm1jm4j7e0,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_ECH_007_001,0.7668205,LVAWd
870qm927qv1um8u,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_CSD_015_001,0.05048203,Coat - hair texture / appearance - head
870z71a5f44737q,MGI:1920040,Ssbp1,C57BL,Early adult,ESLIM_016_001_006,0.7194241,Mean corpuscular haemoglobin
8710v2tgp8n51pq,MGI:87870,Acat1,C57BL,Early adult,ESLIM_016_001_006,0.7492033,Mean corpuscular haemoglobin
87120d2609l2847,MGI:2682639,Ddx31,C57BL,E12.5,ESLIM_015_001_017,0.1111281,Total cholesterol
871zsar0h1u8es5,MGI:3650624,Arid3c,C57BL,Early adult,JAXLA_CSD_078_001,0.7173668,Vocalization
872596kn6359f2l,MGI:95751,Glrb,C57BL,E15.5,KMPCLA_GRS_010_001,NA,Forelimb grip strength normalised against body weight
8728pt8izot0act,MGI:1197515,Irx1,C57BL,E18.5,IMPC_CBC_023_001,0.05442572,Alpha-amylase
872m78yb0862i6s,MGI:1920040,Ssbp1,C57BL,Early adult,ESLIM_011_001_010,0.6036872,PP4 + pulse startle magnitude
872r7t06fk020wp,MGI:105077,Hsd17b1,C57BL,Early adult,IMPC_ABR_010_001,0.699976,24kHz-evoked ABR Threshold
872t69v4d06j175,MGI:1926950,Zfp236,C57BL,E15.5,IMPC_CBC_003_001,0.7934495,Chloride
872u5l45vpu347j,MGI:1915751,Nsmce2,C57BL,Late adult,IMPC_EYE_067_001,0.7216464,Left anterior chamber depth
872ujdf5873k1jf,MGI:1277178,Fam91a1,C57BL,Early adult,IMPC_OFD_017_001,0.1286758,Center average speed
873353ga8052308,MGI:1298397,Sncg,C57BL,Middle aged adult,KMPCLA_CSD_008_001,0.3116339,Coat - color pattern - back
8739vron3eoz283,MGI:2444024,Rinl,C57BL,Early adult,IMPC_CBC_014_001,0.8566605,Alkaline phosphatase
873l21265m9vr0m,MGI:1914228,Luc7l,C57BL,Middle aged adult,M-G-P_007_001_009,0.08509115,Periphery - average Speed
873p70d85479fmf,MGI:1929743,Asb2,C57BL,E12.5,IMPC_GEL_032_001,0.8388487,Embryo Size
873x5bh012z21uo,MGI:96654,Kcna1,C57BL,Early adult,IMPC_OFD_021_001,0.8588232,Number of rears - total
87403696c5e1669,MGI:107416,Supt4a,C57BL,E9.5,IMPC_HEM_035_001,0.7245697,Eosinophil differential count
8740u0y246735yw,MGI:1923275,Cant1,C57BL,Early adult,ESLIM_016_001_007,0.5707452,Mean cell haemoglobin concentration
87417er0u574v6z,MGI:95751,Glrb,C57BL,E15.5,IMPC_ECG_002_001,0.7696295,HR
8747777m5wj35r7,MGI:1914228,Luc7l,C57BL,Early adult,IMPC_OWT_004_001,0.5729531,Right kidney weight
874d737ct0m675i,MGI:1916286,Zg16,C57BL,Early adult,IMPC_CBC_018_001,0.771936,Glucose
874ic5nac3c79h6,MGI:1923275,Cant1,C57BL,Early adult,KMPCLA_GRS_010_001,0.1580132,Forelimb grip strength normalised against body weight
874kikaycy2l88r,MGI:1918039,Kynu,C57BL,Early adult,IMPC_OFD_014_001,0.5343563,Center distance travelled
874ze9elcsgqzql,MGI:1914738,Calcoco1,C57BL,Late adult,IMPC_OFD_014_001,0.8105431,Center distance travelled
8753t7nib0t628m,MGI:1197515,Irx1,C57BL,E18.5,IMPC_EYE_092_001,0.7322113,Retina (combined)
875v7ohb0sa1ro0,MGI:1917311,Sdr9c7,C57BL,E15.5,IMPC_CBC_014_001,0.1040926,Alkaline phosphatase
875w88702917128,MGI:1341796,Pla2g2d,C57BL,Early adult,M-G-P_013_001_007,0.4151368,Right Retina
875xee28fc743q4,MGI:1913857,Ms4a4d,C57BL,Early adult,IMPC_EYE_023_001,0.8062746,Optic Disc
875ym0sj3mh32c4,MGI:107416,Supt4a,C57BL,Early adult,IMPC_HEM_039_001,0.848384,Large Unstained Cell (LUC) count
8761x0u9t00k4oz,MGI:1914737,Dhx40,C57BL,Early adult,IMPC_HEM_007_001,0.4831299,Mean cell hemoglobin concentration
876b7ed868ifmjb,MGI:1926950,Zfp236,C57BL,E15.5,JAX_OFD_009_001,0.9892651,Whole arena average speed
876hj9c5m2704ny,MGI:2685483,Gsg1l,C57BL,Early adult,JAX_SLW_006_001,0.297624,Sleep bout lengths standard deviation
876nofky26897x4,MGI:2384902,Rnpep,C57BL,Early adult,JAXLA_CSD_078_001,0.8757509,Vocalization
876qkjl2piuo95q,MGI:1919221,Zswim1,C57BL,Early adult,KMPCLA_GRS_010_001,0.4332946,Forelimb grip strength normalised against body weight
876ut061zks9onz,MGI:1918039,Kynu,C57BL,Middle aged adult,IMPC_EYE_066_001,0.4568537,Left corneal thickness
8770ofl2ta8700i,MGI:1914285,Dnajb4,C57BL,Early adult,KMPCLA_CBC_004_001,0.9111237,Urea (Blood Urea Nitrogen - BUN)
877cz5l793n59ki,MGI:1914805,Mgat4d,C57BL,Early adult,IMPC_CBC_006_001,0.9654664,Total protein
877h4dl78nxr7wy,MGI:1298224,Pip5k1c,C57BL,E18.5,ESLIM_015_001_019,0.4493249,Free fatty acid
877qk667gle9189,MGI:1914737,Dhx40,C57BL,Early adult,IMPC_GRS_009_001,0.2987205,Forelimb and hindlimb grip strength measurement mean
877tjkr16kte55d,MGI:1918039,Kynu,C57BL,Middle aged adult,ESLIM_008_001_001,0.8420908,Body position
878414r73c3b96f,MGI:1920211,Slc17a7,C57BL,Early adult,IMPC_CBC_018_001,0.2161892,Glucose
878sbf4c2b55587,MGI:1920081,Dhx30,C57BL,e9.5,IMPC_OFD_017_001,0.2473194,Center average speed
878v93xn46j35sm,MGI:2682639,Ddx31,C57BL,Early adult,IMPC_ABR_010_001,0.7818626,24kHz-evoked ABR Threshold
8795b922ml89olf,MGI:1916274,Snx15,C57BL,Early adult,IMPC_GEP_030_002,0.4919226,Edema
879ex0u3225j0y5,MGI:1918673,Epg5,C57BL,Early adult,IMPC_GEO_069_001,0.2356918,Delayed embryonic development
879n084v01ov239,MGI:2150302,Ddhd1,C57BL,Early adult,IMPC_CBC_004_001,0.5158043,Urea (Blood Urea Nitrogen - BUN)
879w871o23t5vf5,MGI:2442707,Tmem72,C57BL,Late adult,JAX_SLW_006_001,0.7104023,Sleep bout lengths standard deviation
87abejg8dfl0l8o,MGI:2137600,Rcc1l,C57BL,Early adult,IMPC_HEM_039_001,0.2796142,Large Unstained Cell (LUC) count
87ajh04o4mag46t,MGI:2442707,Tmem72,C57BL,Middle aged adult,IMPC_CSD_029_001,0.6540201,Activity (body position)
87b2a340l26gcvz,MGI:1889272,Cadm1,C57BL,Early adult,IMPC_OFD_021_001,0.416243,Number of rears - total
87c32b4048x8e24,MGI:1918673,Epg5,C57BL,Early adult,IMPC_GEL_017_002,0.838762,Pale yolk sac
87c879k548egby3,MGI:1298397,Sncg,C57BL,Early adult,IMPC_CBC_008_001,0.2897489,Total bilirubin
87d7b3amnlwgle0,MGI:1914738,Calcoco1,C57BL,Early adult,IMPC_CBC_014_001,0.06280007,Alkaline phosphatase
87dxmyfv914t821,MGI:1920136,Yju2,C57BL,E12.5,IMPC_CBC_003_001,0.8162431,Chloride
87e68276a941ia4,MGI:1920136,Yju2,C57BL,E12.5,IMPC_CBC_058_001,0.6310702,Cholesterol ratio
87f1423aw511232,MGI:1197515,Irx1,C57BL,Early adult,IMPC_CBC_058_001,0.4604018,Cholesterol ratio
87fja23kr2t5927,MGI:1914545,Rab3c,C57BL,Early adult,IMPC_CBC_017_001,0.3169582,Triglycerides
87g4s504cv5640f,MGI:87994,Aldoa,C57BL,Early adult,IMPC_LDT_006_001,0.7264103,Latency to first transition into dark
87g82az2474f999,MGI:1918039,Kynu,C57BL,Late adult,ESLIM_018_001_006,0.4457351,Mature B cells IgD+ percentage
87hcw6akbtu2db0,MGI:2447773,Fam83a,C57BL,Early adult,CCP_XRY_031_001,0.6663349,Digit integrity
87hl9l7o9q510m3,MGI:2685483,Gsg1l,C57BL,Middle aged adult,IMPC_CBC_012_001,0.2226786,Aspartate aminotransferase
87hri744i5q0i11,MGI:1298224,Pip5k1c,C57BL,E18.5,CCP_XRY_031_001,0.1870811,Digit integrity
87j4j3074718s62,MGI:1915751,Nsmce2,C57BL,E9.5,IMPC_OFD_019_001,0.6252619,Number of center entries
87j5o06u76l90nh,MGI:1926950,Zfp236,C57BL,Late adult,IMPC_EYE_016_001,0.693013,Lens
87j9262itm85578,MGI:1341157,Sox30,C57BL,Early adult,KMPCLA_CBC_010_001,0.304887,Phosphorus
87k4o2pwv2816wt,MGI:2154278,Ankrd6,C57BL,Early adult,IMPC_IMM_056_001,0.469082,NK Subsets (Q3)
87kke7yka032is2,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_OFD_019_001,0.6444806,Number of center entries
87l44qin8ii4o08,MGI:95751,Glrb,C57BL,Early adult,JAX_OFD_013_001,0.07173424,Periphery average speed
87let5q205t0v43,MGI:1914615,Pudp,C57BL,Early adult,IMPC_HEM_030_001,0.9375658,Neutrophil cell count
87m00000hy8607u,MGI:2143484,Slc6a15,C57BL,Early adult,ESLIM_016_001_002,0.4344871,Red blood cell count
87m1428n2381wr5,MGI:1914807,Larp6,C57BL,Early adult,IMPC_ECG_002_001,0.2192908,HR
87m175x3cm852x4,MGI:2444024,Rinl,C57BL,Early adult,IMPC_ABR_004_001,0.7136125,6kHz-evoked ABR Threshold
87m9e389m1o40x9,MGI:1920978,Psd,C57BL,Early adult,IMPC_OFD_009_001,0.7581474,Whole arena average speed
87nz5v382yh4bf3,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_CSD_077_001,0.2168687,Contact righting
87p413aofld1hzd,MGI:1923411,Lamp5,C57BL,Early adult,JAX_LDT_009_001,0.9514615,Percent time in light
87q2pmjs1620b1r,MGI:2148801,Afg1l,C57BL,Early adult,IMPC_FEA_015_001,0.6747376,Cue Baseline % Freezing Time
87s98i6p2fpa3si,MGI:1277178,Fam91a1,C57BL,E18.5,IMPC_CBC_017_001,0.2000911,Triglycerides
87u4ows6lm9n7cg,MGI:2442144,Taf5,C57BL,Early adult,JAX_OFD_007_001,0.4473972,Whole arena resting time
87ujhk75s6c6e0b,MGI:1926154,Cfap20dc,C57BL,Early adult,IMPC_ACS_034_001,0.2265488,% Pre-pulse inhibition - PPI2
87vayc1978g80m8,MGI:1922806,Cfap161,C57BL,Early adult,IMPC_HEM_033_001,0.2184076,Monocyte differential count
87vq41863nvi2i6,MGI:1298397,Sncg,C57BL,Late adult,IMPC_CSD_028_001,0.7324533,Snout size
87wdgwe7d13f0bt,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_HEM_031_001,0.8445377,Lymphocyte differential count
87wso1ofp7u100o,MGI:1919580,Klhl40,C57BL,Early adult,IMPC_OFD_014_001,0.9530266,Center distance travelled
87x0c310m4v1mab,MGI:3645933,Tm4sf19,C57BL,Early adult,IMPC_ECH_005_001,0.6867027,Fractional Shortening
87xahb3kg9jpvk5,MGI:1914738,Calcoco1,C57BL,Late adult,IMPC_HEM_037_001,0.7913268,Basophil cell count
87y6i6n9agavrny,MGI:99554,Lgals3bp,C57BL,Early adult,IMPC_HEM_019_001,0.4170502,Mean platelet volume
87yk1lu3g05274q,MGI:1913483,Dmap1,C57BL,E9.5,JAX_OFD_013_001,0.4643518,Periphery average speed
87z5d662o7k5xc8,MGI:95791,Got1,C57BL,Early adult,IMPC_OFD_010_001,0.3076796,Periphery distance travelled
8801l4r25002ali,MGI:2654470,Ctdsp1,C57BL,Early adult,IMPC_CSD_077_001,0.1861058,Contact righting
880wm927h7oa86f,MGI:2143484,Slc6a15,C57BL,Early adult,JAX_OFD_020_001,0.6356516,Distance travelled - total
8815n9f3889745v,MGI:107416,Supt4a,C57BL,E12.5,IMPC_OFD_011_001,0.5780069,Periphery resting time
8816z2dq8202w7l,MGI:1934754,Kars1,C57BL,Early adult,IMPC_ABR_004_001,0.5190208,6kHz-evoked ABR Threshold
8819c6eh84d4hpq,MGI:1298224,Pip5k1c,C57BL,E12.5,IMPC_ECH_007_001,0.448189,LVAWd
881g5za238zj7fx,MGI:1277178,Fam91a1,C57BL,Early adult,M-G-P_013_001_004,0.6091847,Left Retina Pigmentation
881le9t5bqdaoo4,MGI:1929743,Asb2,C57BL,E9.5,IMPC_GEO_047_002,0.1164744,Microphthalmia
881x617c0sj4yi5,MGI:1920136,Yju2,C57BL,E12.5,IMPC_FEA_015_001,0.4552836,Cue Baseline % Freezing Time
8823cv0k001ov6m,MGI:2137354,Trim9,C57BL,Early adult,ESLIM_008_001_001,0.1576369,Body position
8824v810tujh0t1,MGI:2148801,Afg1l,C57BL,Middle aged adult,IMPC_CSD_006_001,0.9939246,Coat - color - head
88291in5p2ni28y,MGI:2682639,Ddx31,C57BL,E18.5,JAX_LDT_009_001,0.5511396,Percent time in light
882dvv47phj3638,MGI:87994,Aldoa,C57BL,Early adult,ESLIM_016_001_006,0.3764572,Mean corpuscular haemoglobin
882tn3xt0311iw1,MGI:1889272,Cadm1,129SV,Early adult,IMPC_GEL_063_001,0.8051169,Delayed embryonic development
882w60e8152h3b3,MGI:1920211,Slc17a7,C57BL,Early adult,ESLIM_015_001_017,0.9494626,Total cholesterol
882y4231pkyte4e,MGI:1923322,Rnf183,C57BL,Early adult,IMPC_ABR_006_001,0.7542428,12kHz-evoked ABR Threshold
8831d64d037o345,MGI:1934754,Kars1,C57BL,E12.5,ESLIM_007_001_008,0.4535592,Periphery permanence time
8832iss5979ii3t,MGI:1920136,Yju2,C57BL,E12.5,JAXLA_CSD_012_001,0.734329,Coat - hair distribution - head
8834is4g30yust2,MGI:108404,Apbb3,C57BL,Early adult,IMPC_HEM_038_001,0.0000000002091196,Basophil differential count
883515eov11gh6r,MGI:1926950,Zfp236,C57BL,Early adult,M-G-P_007_001_005,0.3886092,Whole Arena - average Speed
88373997d964967,MGI:1934754,Kars1,C57BL,E12.5,IMPC_DXA_002_001,0.7047748,Fat mass
88379t4r3p4189u,MGI:3609246,Lingo3,C57BL,Early adult,KMPCLA_OFD_020_001,0.504433,Distance travelled - total
883b58k2484019f,MGI:1298224,Pip5k1c,C57BL,Early adult,IMPC_ACS_037_001,0.9969775,% Pre-pulse inhibition - Global
883f59doto11igi,MGI:107416,Supt4a,C57BL,E9.5,IMPC_EYE_092_001,0.07653808,Retina (combined)
88409f4r6t96m3l,MGI:1921850,Mrpl47,C57BL,E9.5,IMPC_GEM_062_001,0.1078789,Craniofacial morphology
884hq49082pl6yp,MGI:2443047,Ttll1,C57BL,Early adult,ESLIM_019_001_007,0.0000213573,IgE
884i26y2cpz6rjy,MGI:1919669,Fam72a,C57BL,Early adult,ESLIM_019_001_001,0.9720678,IgM
884vp958b2kv1x9,MGI:96654,Kcna1,C57BL,Early adult,IMPC_HEM_003_001,0.6132918,Hemoglobin
8851m378qy3e540,MGI:3650333,Krtap9-5,C57BL,Early adult,JAX_ROT_002_001,0.9510481,Average duration
8857vew1081ipz3,MGI:1921358,Parn,C57BL,Early adult,IMPC_EYE_010_001,0.7144446,Iris/Pupil
8862d30483tqo50,MGI:96080,Mst1,C57BL,Early adult,JAX_LDT_008_001,0.6109354,Percent time in dark
88632w2567r0cev,MGI:1914738,Calcoco1,C57BL,Early adult,ESLIM_019_001_003,0.400216,IgG1
88691gepj406081,MGI:1341851,Msl3,C57BL,Early adult,IMPC_GEL_027_001,0.5176597,Neural tube closure
886t415x6b0y18p,MGI:87994,Aldoa,C57BL,E12.5,IMPC_HWT_008_001,0.4132478,Heart weight
886w09e1mpfuz7h,MGI:3769724,Tomt,C57BL,Early adult,IMPC_GEL_063_001,0.9400857,Delayed embryonic development
88722hc7kw6g1w3,MGI:3650624,Arid3c,C57BL,Early adult,IMPC_CSD_010_001,0.3905992,Coat - color pattern - abdomen
887497vl12vwf7c,MGI:2141861,Ap2s1,C57BL,Early adult,IMPC_GEO_069_001,0.6210386,Delayed embryonic development
