"","impcParameterOrigId","name","description","parameterId"
"2486",75562,"Kidney - MPATH pathological entity term",NA,"IMPC_HIS_097_002"
"2487",75563,"Kidney - MPATH pathological process term",NA,"IMPC_HIS_099_002"
"2488",75564,"Knee joint - Descriptor PATO",NA,"IMPC_HIS_255_001"
"2489",75565,"Knee joint - MA term",NA,"IMPC_HIS_363_001"
"2490",75566,"Knee joint - MPATH pathological entity term",NA,"IMPC_HIS_251_002"
"2491",75567,"Knee joint - MPATH pathological process term",NA,"IMPC_HIS_253_002"
"2492",75568,"Large intestine - Descriptor PATO",NA,"IMPC_HIS_083_001"
"2493",75569,"Large intestine - MA term",NA,"IMPC_HIS_364_001"
"2494",75570,"Large intestine - MPATH pathological entity term",NA,"IMPC_HIS_079_002"
"2495",75571,"Large intestine - MPATH pathological process term",NA,"IMPC_HIS_081_002"
"2496",75572,"Liver - Descriptor PATO",NA,"IMPC_HIS_059_001"
"2497",75573,"Liver - MA term",NA,"IMPC_HIS_365_001"
"2498",75574,"Liver - MPATH pathological entity term",NA,"IMPC_HIS_055_002"
"2499",75575,"Liver - MPATH pathological process term",NA,"IMPC_HIS_057_002"
"2500",75576,"Lung - Descriptor PATO",NA,"IMPC_HIS_053_001"
"2501",75577,"Lung - MA term",NA,"IMPC_HIS_366_001"
"2502",75578,"Lung - MPATH pathological entity term",NA,"IMPC_HIS_049_002"
"2503",75579,"Lung - MPATH pathological process term",NA,"IMPC_HIS_051_002"
"2504",75580,"Lymph node - Descriptor PATO",NA,"IMPC_HIS_119_001"
"2505",75581,"Lymph node - MA term",NA,"IMPC_HIS_367_001"
"2506",75582,"Lymph node - MPATH pathological entity term",NA,"IMPC_HIS_115_002"
"2507",75583,"Lymph node - MPATH pathological process term",NA,"IMPC_HIS_117_002"
"2508",75584,"Mammary gland - Descriptor PATO",NA,"IMPC_HIS_113_001"
"2509",75585,"Mammary gland - MA term",NA,"IMPC_HIS_368_001"
"2510",75586,"Mammary gland - MPATH pathological entity term",NA,"IMPC_HIS_109_002"
"2511",75587,"Mammary gland - MPATH pathological process term",NA,"IMPC_HIS_111_002"
"2512",75588,"Nasal cavity - Descriptor PATO",NA,"IMPC_HIS_269_001"
"2513",75589,"Nasal cavity - MA term",NA,"IMPC_HIS_369_001"
"2514",75590,"Nasal cavity - MPATH pathological entity term",NA,"IMPC_HIS_265_002"
"2515",75591,"Nasal cavity - MPATH pathological process term",NA,"IMPC_HIS_267_002"
"2516",75592,"Ovary - Descriptor PATO",NA,"IMPC_HIS_167_001"
"2517",75593,"Ovary - MA term",NA,"IMPC_HIS_370_001"
"2518",75594,"Ovary - MPATH pathological entity term",NA,"IMPC_HIS_163_002"
"2519",75595,"Ovary - MPATH pathological process term",NA,"IMPC_HIS_165_002"
"2520",75596,"Pancreas - Descriptor PATO",NA,"IMPC_HIS_089_001"
"2521",75597,"Pancreas - MA term",NA,"IMPC_HIS_371_001"
"2522",75598,"Pancreas - MPATH pathological entity term",NA,"IMPC_HIS_085_002"
"2523",75599,"Pancreas - MPATH pathological process term",NA,"IMPC_HIS_087_002"
"2524",75600,"Pituitary gland - Descriptor PATO",NA,"IMPC_HIS_373_001"
"2525",75601,"Pituitary gland - MA term",NA,"IMPC_HIS_375_001"
"2526",75602,"Pituitary gland - MPATH pathological entity term",NA,"IMPC_HIS_376_001"
"2527",75603,"Pituitary gland - MPATH pathological process term",NA,"IMPC_HIS_377_001"
"2528",75604,"Prostate gland - Descriptor PATO",NA,"IMPC_HIS_155_001"
"2529",75605,"Prostate gland - MA term",NA,"IMPC_HIS_380_001"
"2530",75606,"Prostate gland - MPATH pathological entity term",NA,"IMPC_HIS_151_002"
"2531",75607,"Prostate gland - MPATH pathological process term",NA,"IMPC_HIS_153_002"
"2532",75608,"Salivary gland - Descriptor PATO",NA,"IMPC_HIS_213_001"
"2533",75609,"Salivary gland - MA term",NA,"IMPC_HIS_381_001"
"2534",75610,"Salivary gland - MPATH pathological entity term",NA,"IMPC_HIS_209_002"
"2535",75611,"Salivary gland - MPATH pathological process term",NA,"IMPC_HIS_211_002"
"2536",75612,"Sciatic nerve - Descriptor PATO",NA,"IMPC_HIS_297_001"
"2537",75613,"Sciatic nerve - MA term",NA,"IMPC_HIS_382_001"
"2538",75614,"Sciatic nerve - MPATH pathological entity term",NA,"IMPC_HIS_293_002"
"2539",75615,"Sciatic nerve - MPATH pathological process term",NA,"IMPC_HIS_295_002"
"2540",75616,"Seminal vesicle - Descriptor PATO",NA,"IMPC_HIS_161_001"
"2541",75617,"Seminal vesicle - MA term",NA,"IMPC_HIS_383_001"
"2542",75618,"Seminal vesicle - MPATH pathological entity term",NA,"IMPC_HIS_157_002"
"2543",75619,"Seminal vesicle - MPATH pathological process term",NA,"IMPC_HIS_159_002"
"2544",75620,"Skeletal muscle - Descriptor PATO",NA,"IMPC_HIS_131_001"
"2545",75621,"Skeletal muscle - MA term",NA,"IMPC_HIS_384_001"
"2546",75622,"Skeletal muscle - MPATH pathological entity term",NA,"IMPC_HIS_127_002"
"2547",75623,"Skeletal muscle - MPATH pathological process term",NA,"IMPC_HIS_129_002"
"2548",75624,"Skin - Descriptor PATO",NA,"IMPC_HIS_125_001"
"2549",75625,"Skin - MA term",NA,"IMPC_HIS_385_001"
"2550",75626,"Skin - MPATH pathological entity term",NA,"IMPC_HIS_121_002"
"2551",75627,"Skin - MPATH pathological process term",NA,"IMPC_HIS_123_002"
"2552",75628,"Small intestine - Descriptor PATO",NA,"IMPC_HIS_077_001"
"2553",75629,"Small intestine - MA term",NA,"IMPC_HIS_386_001"
"2554",75630,"Small intestine - MPATH pathological entity term",NA,"IMPC_HIS_073_002"
"2555",75631,"Small intestine - MPATH pathological process term",NA,"IMPC_HIS_075_002"
"2556",75632,"Spinal cord - Descriptor PATO",NA,"IMPC_HIS_017_001"
"2557",75633,"Spinal cord - MA term",NA,"IMPC_HIS_387_001"
"2558",75634,"Spinal cord - MPATH pathological entity term",NA,"IMPC_HIS_013_002"
"2559",75635,"Spinal cord - MPATH pathological process term",NA,"IMPC_HIS_015_002"
"2560",75636,"Spleen - Descriptor PATO",NA,"IMPC_HIS_095_001"
"2561",75637,"Spleen - MA term",NA,"IMPC_HIS_388_001"
"2562",75638,"Spleen - MPATH pathological entity term",NA,"IMPC_HIS_091_002"
"2563",75639,"Spleen - MPATH pathological process term",NA,"IMPC_HIS_093_002"
"2564",75640,"Sternum - Descriptor PATO",NA,"IMPC_HIS_220_001"
"2565",75641,"Sternum - MA term",NA,"IMPC_HIS_389_001"
"2566",75642,"Sternum - MPATH pathological entity term",NA,"IMPC_HIS_216_002"
"2567",75643,"Sternum - MPATH pathological process term",NA,"IMPC_HIS_218_002"
"2568",75644,"Stomach - Descriptor PATO",NA,"IMPC_HIS_071_001"
"2569",75645,"Stomach - MA term",NA,"IMPC_HIS_390_001"
"2570",75646,"Stomach - MPATH pathological entity term",NA,"IMPC_HIS_067_002"
"2571",75647,"Stomach - MPATH pathological process term",NA,"IMPC_HIS_069_002"
"2572",75648,"Testis - Descriptor PATO",NA,"IMPC_HIS_143_001"
"2573",75649,"Testis - MA term",NA,"IMPC_HIS_391_001"
"2574",75650,"Testis - MPATH pathological entity term",NA,"IMPC_HIS_139_002"
"2575",75651,"Testis - MPATH pathological process term",NA,"IMPC_HIS_141_002"
"2576",75652,"Thymus - Descriptor PATO",NA,"IMPC_HIS_023_001"
"2577",75653,"Thymus - MA term",NA,"IMPC_HIS_392_001"
"2578",75654,"Thymus - MPATH pathological entity term",NA,"IMPC_HIS_019_002"
"2579",75655,"Thymus - MPATH pathological process term",NA,"IMPC_HIS_021_002"
"2580",75656,"Thyroid - Descriptor PATO",NA,"IMPC_HIS_029_001"
"2581",75657,"Thyroid - MA term",NA,"IMPC_HIS_393_001"
"2582",75658,"Thyroid - MPATH pathological entity term",NA,"IMPC_HIS_025_002"
"2583",75659,"Thyroid - MPATH pathological process term",NA,"IMPC_HIS_027_002"
"2584",75660,"Tibia - Descriptor PATO",NA,"IMPC_HIS_248_001"
"2585",75661,"Tibia - MA term",NA,"IMPC_HIS_394_001"
"2586",75662,"Tibia - MPATH pathological entity term",NA,"IMPC_HIS_244_002"
"2587",75663,"Tibia - MPATH pathological process term",NA,"IMPC_HIS_246_002"
"2588",75664,"Tongue - Descriptor PATO",NA,"IMPC_HIS_290_001"
"2589",75665,"Tongue - MA term",NA,"IMPC_HIS_395_001"
"2590",75666,"Tongue - MPATH pathological entity term",NA,"IMPC_HIS_286_002"
"2591",75667,"Tongue - MPATH pathological process term",NA,"IMPC_HIS_288_002"
"2592",75668,"Tooth - Descriptor PATO",NA,"IMPC_HIS_283_001"
"2593",75669,"Tooth - MA term",NA,"IMPC_HIS_396_001"
"2594",75670,"Tooth - MPATH pathological entity term",NA,"IMPC_HIS_279_002"
"2595",75671,"Tooth - MPATH pathological process term",NA,"IMPC_HIS_281_002"
"2596",75672,"Trachea - Descriptor PATO",NA,"IMPC_HIS_041_001"
"2597",75673,"Trachea - MA term",NA,"IMPC_HIS_397_001"
"2598",75674,"Trachea - MPATH pathological entity term",NA,"IMPC_HIS_037_002"
"2599",75675,"Trachea - MPATH pathological process term",NA,"IMPC_HIS_039_002"
"2600",75676,"Trigeminal V ganglion - Descriptor PATO",NA,"IMPC_HIS_262_001"
"2601",75677,"Trigeminal V ganglion - MA term",NA,"IMPC_HIS_398_001"
"2602",75678,"Trigeminal V ganglion - MPATH pathological entity term",NA,"IMPC_HIS_258_002"
"2603",75679,"Trigeminal V ganglion - MPATH pathological process term",NA,"IMPC_HIS_260_002"
"2604",75680,"Urinary bladder - Descriptor PATO",NA,"IMPC_HIS_137_001"
"2605",75681,"Urinary bladder - MA term",NA,"IMPC_HIS_399_001"
"2606",75682,"Urinary bladder - MPATH pathological entity term",NA,"IMPC_HIS_133_002"
"2607",75683,"Urinary bladder - MPATH pathological process term",NA,"IMPC_HIS_135_002"
"2608",75684,"Uterus - Descriptor PATO",NA,"IMPC_HIS_173_001"
"2609",75685,"Uterus - MA term",NA,"IMPC_HIS_400_001"
"2610",75686,"Uterus - MPATH pathological entity term",NA,"IMPC_HIS_169_002"
"2611",75687,"Uterus - MPATH pathological process term",NA,"IMPC_HIS_171_002"
"2612",75688,"White adipose tissue - Descriptor PATO",NA,"IMPC_HIS_402_001"
"2613",75689,"White adipose tissue - MA term",NA,"IMPC_HIS_404_001"
"2614",75690,"White adipose tissue - MPATH pathological entity term",NA,"IMPC_HIS_405_001"
"2615",75691,"White adipose tissue - MPATH pathological process term",NA,"IMPC_HIS_406_001"
"2616",75692,"Experimenter ID",NA,"IMPC_HIS_208_001"
"2617",75693,"Section thickness",NA,"IMPC_HIS_176_001"
"2618",75694,"Severity maximum score",NA,"IMPC_HIS_178_001"
"2619",75695,"Stain",NA,"IMPC_HIS_175_001"
"2620",75696,"Images",NA,"IMPC_HIS_177_001"
"2621",75697,"Adrenal gland - Description",NA,"IMPC_HIS_108_001"
"2622",75698,"Adrenal gland - Free text diagnostic term",NA,"IMPC_HIS_104_001"
"2623",75699,"Adrenal gland - Severity score",NA,"IMPC_HIS_106_001"
"2624",75700,"Adrenal gland - Significance score",NA,"IMPC_HIS_196_002"
"2625",75701,"Bone - Description",NA,"IMPC_HIS_347_001"
"2626",75702,"Bone - Free text diagnostic term",NA,"IMPC_HIS_343_001"
"2627",75703,"Bone - Severity score",NA,"IMPC_HIS_345_002"
"2628",75704,"Bone - Significance score",NA,"IMPC_HIS_348_002"
"2629",75705,"Bone marrow - Description",NA,"IMPC_HIS_235_001"
"2630",75706,"Bone marrow - Free text diagnostic term",NA,"IMPC_HIS_231_001"
"2631",75707,"Bone marrow - Severity score",NA,"IMPC_HIS_233_001"
"2632",75708,"Bone marrow - Significance score",NA,"IMPC_HIS_236_001"
"2633",75709,"Brain - Description",NA,"IMPC_HIS_006_001"
"2634",75710,"Brain - Free text diagnostic term",NA,"IMPC_HIS_002_001"
"2635",75711,"Brain - Severity score",NA,"IMPC_HIS_004_001"
"2636",75712,"Brain - Significance score",NA,"IMPC_HIS_179_002"
"2637",75713,"Brown adipose tissue - Description",NA,"IMPC_HIS_242_001"
"2638",75714,"Brown adipose tissue - Free text diagnostic term",NA,"IMPC_HIS_238_001"
"2639",75715,"Brown adipose tissue - Severity score",NA,"IMPC_HIS_240_001"
"2640",75716,"Brown adipose tissue - Significance score",NA,"IMPC_HIS_243_001"
"2641",75717,"Ear - Description",NA,"IMPC_HIS_277_001"
"2642",75718,"Ear - Free text diagnostic term",NA,"IMPC_HIS_273_001"
"2643",75719,"Ear - Severity score",NA,"IMPC_HIS_275_001"
"2644",75720,"Ear - Significance score",NA,"IMPC_HIS_278_001"
"2645",75721,"Epididymis - Description",NA,"IMPC_HIS_150_001"
"2646",75722,"Epididymis - Free text diagnostic term",NA,"IMPC_HIS_146_001"
"2647",75723,"Epididymis - Severity score",NA,"IMPC_HIS_148_001"
"2648",75724,"Epididymis - Significance score",NA,"IMPC_HIS_203_002"
"2649",75725,"Esophagus - Description",NA,"IMPC_HIS_048_001"
"2650",75726,"Esophagus - Free text diagnostic term",NA,"IMPC_HIS_044_001"
"2651",75727,"Esophagus - Severity score",NA,"IMPC_HIS_046_001"
"2652",75728,"Esophagus - Significance score",NA,"IMPC_HIS_186_002"
"2653",75729,"Eye - Description",NA,"IMPC_HIS_012_001"
"2654",75730,"Eye - Free text diagnostic term",NA,"IMPC_HIS_008_001"
"2655",75731,"Eye - Severity score",NA,"IMPC_HIS_010_001"
"2656",75732,"Eye - Significance score",NA,"IMPC_HIS_180_002"
"2657",75733,"Femur - Description",NA,"IMPC_HIS_228_001"
"2658",75734,"Femur - Free text diagnostic term",NA,"IMPC_HIS_224_001"
"2659",75735,"Femur - Severity score",NA,"IMPC_HIS_226_001"
"2660",75736,"Femur - Significance score",NA,"IMPC_HIS_229_001"
"2661",75737,"Gall bladder - Description",NA,"IMPC_HIS_066_001"
"2662",75738,"Gall bladder - Free text diagnostic term",NA,"IMPC_HIS_062_001"
"2663",75739,"Gall bladder - Severity score",NA,"IMPC_HIS_064_001"
"2664",75740,"Gall bladder - Significance score",NA,"IMPC_HIS_189_002"
"2665",75741,"Heart - Description",NA,"IMPC_HIS_036_001"
"2666",75742,"Heart - Free text diagnostic term",NA,"IMPC_HIS_032_001"
"2667",75743,"Heart - Severity score",NA,"IMPC_HIS_034_001"
"2668",75744,"Heart - Significance score",NA,"IMPC_HIS_184_002"
"2669",75745,"Kidney - Description",NA,"IMPC_HIS_102_001"
"2670",75746,"Kidney - Free text diagnostic term",NA,"IMPC_HIS_098_001"
"2671",75747,"Kidney - Severity score",NA,"IMPC_HIS_100_001"
"2672",75748,"Kidney - Significance score",NA,"IMPC_HIS_195_002"
"2673",75749,"Knee joint - Description",NA,"IMPC_HIS_256_001"
"2674",75750,"Knee joint - Free text diagnostic term",NA,"IMPC_HIS_252_001"
"2675",75751,"Knee joint - Severity score",NA,"IMPC_HIS_254_001"
"2676",75752,"Knee joint - Significance score",NA,"IMPC_HIS_257_001"
"2677",75753,"Large intestine - Description",NA,"IMPC_HIS_084_001"
"2678",75754,"Large intestine - Free text diagnostic term",NA,"IMPC_HIS_080_001"
"2679",75755,"Large intestine - Severity score",NA,"IMPC_HIS_082_001"
"2680",75756,"Large intestine - Significance score",NA,"IMPC_HIS_192_002"
"2681",75757,"Liver - Description",NA,"IMPC_HIS_060_001"
"2682",75758,"Liver - Free text diagnostic term",NA,"IMPC_HIS_056_001"
"2683",75759,"Liver - Severity score",NA,"IMPC_HIS_058_001"
"2684",75760,"Liver - Significance score",NA,"IMPC_HIS_188_002"
"2685",75761,"Lung - Description",NA,"IMPC_HIS_054_001"
"2686",75762,"Lung - Free text diagnostic term",NA,"IMPC_HIS_050_001"
"2687",75763,"Lung - Severity score",NA,"IMPC_HIS_052_001"
"2688",75764,"Lung - Significance score",NA,"IMPC_HIS_187_002"
"2689",75765,"Lymph node - Description",NA,"IMPC_HIS_120_001"
"2690",75766,"Lymph node - Free text diagnostic term",NA,"IMPC_HIS_116_001"
"2691",75767,"Lymph node - Severity score",NA,"IMPC_HIS_118_001"
"2692",75768,"Lymph node - Significance score",NA,"IMPC_HIS_198_002"
"2693",75769,"Mammary gland - Description",NA,"IMPC_HIS_114_001"
"2694",75770,"Mammary gland - Free text diagnostic term",NA,"IMPC_HIS_110_001"
"2695",75771,"Mammary gland - Severity score",NA,"IMPC_HIS_112_001"
"2696",75772,"Mammary gland - Significance score",NA,"IMPC_HIS_197_002"
"2697",75773,"Nasal cavity - Description",NA,"IMPC_HIS_270_001"
"2698",75774,"Nasal cavity - Free text diagnostic term",NA,"IMPC_HIS_266_001"
"2699",75775,"Nasal cavity - Severity score",NA,"IMPC_HIS_268_001"
"2700",75776,"Nasal cavity - Significance score",NA,"IMPC_HIS_271_001"
"2701",75777,"Ovary - Description",NA,"IMPC_HIS_168_001"
"2702",75778,"Ovary - Free text diagnostic term",NA,"IMPC_HIS_164_001"
"2703",75779,"Ovary - Severity score",NA,"IMPC_HIS_166_001"
"2704",75780,"Ovary - Significance score",NA,"IMPC_HIS_206_002"
"2705",75781,"Pancreas - Description",NA,"IMPC_HIS_090_001"
"2706",75782,"Pancreas - Free text diagnostic term",NA,"IMPC_HIS_086_001"
"2707",75783,"Pancreas - Severity score",NA,"IMPC_HIS_088_001"
"2708",75784,"Pancreas - Significance score",NA,"IMPC_HIS_193_002"
"2709",75785,"Pituitary gland - Description",NA,"IMPC_HIS_372_001"
"2710",75786,"Pituitary gland - Free text diagnostic term",NA,"IMPC_HIS_374_001"
"2711",75787,"Pituitary gland - Severity score",NA,"IMPC_HIS_378_001"
"2712",75788,"Pituitary gland - Significance score",NA,"IMPC_HIS_379_001"
"2713",75789,"Prostate gland - Description",NA,"IMPC_HIS_156_001"
"2714",75790,"Prostate gland - Free text diagnostic term",NA,"IMPC_HIS_152_001"
"2715",75791,"Prostate gland - Severity score",NA,"IMPC_HIS_154_001"
"2716",75792,"Prostate gland - Significance score",NA,"IMPC_HIS_204_002"
"2717",75793,"Salivary gland - Description",NA,"IMPC_HIS_214_001"
"2718",75794,"Salivary gland - Free text diagnostic term",NA,"IMPC_HIS_210_001"
"2719",75795,"Salivary gland - Severity score",NA,"IMPC_HIS_212_001"
"2720",75796,"Salivary gland - Significance score",NA,"IMPC_HIS_215_001"
"2721",75797,"Sciatic nerve - Description",NA,"IMPC_HIS_298_001"
"2722",75798,"Sciatic nerve - Free text diagnostic term",NA,"IMPC_HIS_294_001"
"2723",75799,"Sciatic nerve - Severity score",NA,"IMPC_HIS_296_001"
"2724",75800,"Sciatic nerve - Significance score",NA,"IMPC_HIS_299_001"
"2725",75801,"Seminal vesicle - Description",NA,"IMPC_HIS_162_001"
"2726",75802,"Seminal vesicle - Free text diagnostic term",NA,"IMPC_HIS_158_001"
"2727",75803,"Seminal vesicle - Severity score",NA,"IMPC_HIS_160_001"
"2728",75804,"Seminal vesicle - Significance score",NA,"IMPC_HIS_205_002"
"2729",75805,"Skeletal muscle - Description",NA,"IMPC_HIS_132_001"
"2730",75806,"Skeletal muscle - Free text diagnostic term",NA,"IMPC_HIS_128_001"
"2731",75807,"Skeletal muscle - Severity score",NA,"IMPC_HIS_130_001"
"2732",75808,"Skeletal muscle - Significance score",NA,"IMPC_HIS_200_002"
"2733",75809,"Skin - Description",NA,"IMPC_HIS_126_001"
"2734",75810,"Skin - Free text diagnostic term",NA,"IMPC_HIS_122_001"
"2735",75811,"Skin - Severity score",NA,"IMPC_HIS_124_001"
"2736",75812,"Skin - Significance score",NA,"IMPC_HIS_199_002"
"2737",75813,"Small intestine - Description",NA,"IMPC_HIS_078_001"
"2738",75814,"Small intestine - Free text diagnostic term",NA,"IMPC_HIS_074_001"
"2739",75815,"Small intestine - Severity score",NA,"IMPC_HIS_076_001"
"2740",75816,"Small intestine - Significance score",NA,"IMPC_HIS_191_002"
"2741",75817,"Spinal cord - Description",NA,"IMPC_HIS_018_001"
"2742",75818,"Spinal cord - Free text diagnostic term",NA,"IMPC_HIS_014_001"
"2743",75819,"Spinal cord - Severity score",NA,"IMPC_HIS_016_001"
"2744",75820,"Spinal cord - Significance score",NA,"IMPC_HIS_181_002"
"2745",75821,"Spleen - Description",NA,"IMPC_HIS_096_001"
"2746",75822,"Spleen - Free text diagnostic term",NA,"IMPC_HIS_092_001"
"2747",75823,"Spleen - Severity score",NA,"IMPC_HIS_094_001"
"2748",75824,"Spleen - Significance score",NA,"IMPC_HIS_194_002"
"2749",75825,"Sternum - Description",NA,"IMPC_HIS_221_001"
"2750",75826,"Sternum - Free text diagnostic term",NA,"IMPC_HIS_217_001"
"2751",75827,"Sternum - Severity score",NA,"IMPC_HIS_219_001"
"2752",75828,"Sternum - Significance score",NA,"IMPC_HIS_222_001"
"2753",75829,"Stomach - Description",NA,"IMPC_HIS_072_001"
"2754",75830,"Stomach - Free text diagnostic term",NA,"IMPC_HIS_068_001"
"2755",75831,"Stomach - Severity score",NA,"IMPC_HIS_070_001"
"2756",75832,"Stomach - Significance score",NA,"IMPC_HIS_190_002"
"2757",75833,"Testis - Description",NA,"IMPC_HIS_144_001"
"2758",75834,"Testis - Free text diagnostic term",NA,"IMPC_HIS_140_001"
