"gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name","analysis_id","check_result"
"MGI:1920211","Slc17a7","C57BL","E18.5","impc_xry_033_001",0.4602192,"Tibia length","7ba3n3qxw525yi9",""
"MGI:108404","Apbb3","C57BL","Early adult","KMPCLA_CBC_004_001",0.2285024,"Urea (Blood Urea Nitrogen - BUN)","7baous44x24509f",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_CBC_003_001",0.7538067,"Chloride","7bb340c7qpgvs4p",""
"MGI:1922806","Cfap161","C57BL","Early adult","IMPC_HEM_002_001",0.4272691,"Red blood cell count","7bd8a0h66k73a2f",""
"MGI:87994","Aldoa","C57BL","Early adult","IMPC_OFD_011_001",0.81277,"Periphery resting time","7be9z22l6066q2m",""
"MGI:1920136","Yju2","C57BL","E12.5","UCDIP_GRS_009_001",0.4922977,"Forelimb and hindlimb grip strength measurement mean","7bfp6v87vri7r9n",""
"MGI:1277178","Fam91a1","C57BL","E18.5","IMPC_HEM_035_001",0.2040236,"Eosinophil differential count","7bj86aba8zrmdhz",""
"MGI:88105","Atp1a1","C57BL","Early adult","ESLIM_015_001_018",0.5307985,"Triglyceride","7bk6q96q0qo48cy",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","IMPC_OFD_013_001",0.4351758,"Periphery average speed","7bkre00689ut2p3",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","HRWLLA_EYE_092_001",0.1539803,"Retina (combined)","7blfv4r2r9w802b",""
"MGI:1919221","Zswim1","C57BL","Early adult","ESLIM_019_001_002",0.05430417,"IgG3","7bm3p4fig7294iu",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_EYE_027_001",0.896977,"Persistence of hyaloid vascular system","7bnt94c5ow4670y",""
"MGI:96654","Kcna1","C57BL","","IMPC_HEM_002_001",0.7797913,"Red blood cell count","7bti1znn7i41kqk","mouse_life_stage length error; mouse_life_stage invalid value"
"MGI:1921850","Mrpl47","C57BL","E9.5","IMPC_ABR_004_001",0.2478438,"6kHz-evoked ABR Threshold","7bv240fx24y8d27",""
"MGI:1929743","Asb2","C57BL","Early adult","JAX_LDT_003_001",0.5326218,"Time mobile light side","7c02nzv8a0dq9jk",""
"MGI:1278344","Nipsnap1","C57BL","Early adult","JAX_ROT_002_001",0.8577266,"Average duration","7c092oa04q9l2vt",""
"MGI:95751","Glrb","C57BL","E15.5","HRWLLA_EYE_017_001",0.6044219,"Lens Opacity","7c0r2313nxy6l94",""
"MGI:1919580","Klhl40","C57BL","Early adult","IMPC_HEM_033_001",0.9912185,"Monocyte differential count","7c0wf95aexcva8f",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_GEM_062_001",0.7067738,"Craniofacial morphology","7c16d53z9489yt8",""
"MGI:2442144","Taf5","C57BL","E9.5","IMPC_ABR_002_001",0.2795822,"Click-evoked ABR threshold","7c1yiaqsx360lnn",""
"MGI:3710243","Myh7b","C57BL","Early adult","JAXLA_CSD_007_001",0.8623583,"Coat - color - abdomen","7c20m3i6808735n",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","IMPC_GEL_017_002",0.7885943,"Pale yolk sac","7c257ax4f4s069v",""
"MGI:1921358","Parn","C57BL","Early adult","IMPC_GEL_017_002",0.164636,"Pale yolk sac","7c3akef076513qv",""
"MGI:1919669","Fam72a","C57BL","Early adult","M-G-P_008_001_012",0.06309468,"Tail elevation","7c3df2wbfn5r0r0",""
"MGI:2444024","Rinl","C57BL","Early adult","IMPC_OWT_004_001",0.2767998,"Right kidney weight","7c423828279ss4u",""
"MGI:105077","Hsd17b1","C57BL","Early adult","M-G-P_007_001_009",0.6431573,"Periphery - average Speed","7c4x7q17h44v1un",""
"MGI:107416","Supt4a","C57BL","E12.5","IMPC_GEL_063_001",0.1852479,"Delayed embryonic development","7c5a017u13f883d",""
"MGI:1913483","Dmap1","C57BL","Early adult","IMPC_GEL_018_001",0.6089694,"Visceral yolk sac morphology","7c6pcw25h297nf1",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","IMPC_CSD_037_001",0.3431545,"Unexpected behaviors","7c6yf176ymb2n87",""
"MGI:3645933","Tm4sf19","C57BL","Early adult","IMPC_GEL_063_001",0.1288695,"Delayed embryonic development","7c78ugb8b8a65de",""
"MGI:2444024","Rinl","C57BL","Early adult","impc_hem_031_001",0.9618712,"Lymphocyte differential count","7c7g05ad1rhmlx3",""
"MGI:1929743","Asb2","C57BL","E12.5","ESLIM_009_001_702",0.7984296,"Forelimb and hindlimb grip strength measurement mean","7c7qnbx8k32m8hb",""
"MGI:1918673","Epg5","C57BL","Early adult","IMPC_EYE_024_001",0.4052051,"Retinal Blood Vessels","7c80jt958lbo914",""
"MGI:1914228","Luc7l","C57BL","Late adult","IMPC_XRY_033_001",0.2972285,"Tibia length","7c8i2y4w79v490d",""
"MGI:2685483","Gsg1l","C57BL","Early adult","ESLIM_018_001_004",0.461013,"CD25+ percentage of CD4+ T cells","7c9a0pz0k6s0n23",""
"MGI:87994","Aldoa","C57BL","E9.5","IMPC_HEM_032_001",0.2014795,"Lymphocyte cell count","7c9pn64gis1p678",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_ABR_006_001",0.949458,"12kHz-evoked ABR Threshold","7cdb4b2x0674efn",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_EYE_092_002",0.7020549,"Retina (combined)","7cg88c7b4a0h28v",""
"MGI:3769724","TOMT","C57BL","Early adult","IMPC_GEL_017_002",0.3847133,"Pale yolk sac","7ch6w3j14i20578",""
"MGI:1278344","Nipsnap1","C57BL","Early adult","UCD_OWT_029_001",0.7035897,"Body length","7cj1eudwd6g3n4v",""
"MGI:1919669","Fam72a","C57BL","Early adult","IMPC_ABR_008_001",0.9135801,"18kHz-evoked ABR Threshold","7cj504133vl3y89",""
"MGI:2447773","Fam83a","C57BL","Early adult","JAX_OFD_014_001",0.6531639,"Center distance travelled","7cj96etb7813b9h",""
"MGI:3039629","Slc17a8","C57BL","Early adult","ESLIM_011_001_010",0.7192454,"PP4 + pulse startle magnitude","7ck42p5rc366uo9",""
"MGI:106014","Nudc","C57BL","Early adult","CCP_XRY_031_001",0.8028373,"Digit integrity","7ckc54suhu561fy",""
"MGI:1923322","Rnf183","C57BL","Early adult","IMPC_HEM_029_001",0.8583941,"Neutrophil differential count","7clp23rt5126258",""
"MGI:3769724","Tomt","C57BL","Early adult","JAXLA_CSD_078_001",0.4354315,"Vocalization","7cm163dbm438j39",""
"MGI:105077","Hsd17b1","C57BL","Early adult","ESLIM_016_001_006",0.3506267,"Mean corpuscular haemoglobin","7co39n51cqlk9fw",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","IMPC_GEO_047_002",0,"Microphthalmia","7cota75a37555h7",""
"MGI:2148801","AFG1L","C57BL","Late adult","IMPC_GEO_047_002",0.8790187,"Microphthalmia","7cp8c267k3g13s9",""
"MGI:95675","Gch1","C57BL","Early adult","IMPC_EYE_059_001",0.3276693,"Mean right eye lens density","7cr2k1322wf28i9",""
"MGI:1915751","Nsmce2","C57BL","Early adult","IMPC_HEM_006_001",0.8860756,"Mean corpuscular hemoglobin","7cr8eaxkaj95p9c",""
"MGI:2685787","Arhgef33","C57BL","Early adult","IMPC_ECG_002_001",0.05186903,"HR","7ct5yaz411rr277",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_CSD_006_001",0.35858,"Coat - color - head","7cv4913b6bz6pz9",""
"MGI:1914807","Larp6","C57BL","Early adult","KMPCIP_CSD_008_001",0.3481697,"Coat - color pattern - back","7cxh68beb811uu0",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_GRS_009_001",0.6352601,"Forelimb and hindlimb grip strength measurement mean","7cxth96566zf2p4",""
"MGI:1914737","Dhx40","C57BL","Early adult","IMPC_EYE_061_001",4.607749e-07,"Right anterior chamber depth","7d0290yvx85rza3",""
"MGI:1341157","Sox30","C57BL","Early adult","ESLIM_008_001_012",0.06806651,"Tail elevation","7d15x897rmzs1t3",""
"MGI:107416","Supt4a","C57BL","Early adult","IMPC_EYE_066_001",0.8108718,"Left corneal thickness","7d2718vp2b777ng",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_ECH_004_001",1.102498,"Ejection Fraction","7d41i1015gk2k1d","pvalue out of range 0-1"
"MGI:2682639","Ddx31","C57BL","E9.5","IMPC_ACS_034_001",0.3833025,"% Pre-pulse inhibition - PPI2","7d441e7878423p1",""
"MGI:3645933","Tm4sf19","C57BL","Early adult","UCD_OWT_029_001",0.1384607,"Body length","7d576x0y13nr764",""
"MGI:107416","Supt4a","C57BL","E12.5","M-G-P_007_001_009",0.6294863,"Periphery - average Speed","7d78k4b0jaetr19",""
"MGI:1921850","Mrpl47","C57BL","Early adult","IMPC_CSD_077_001",0.3509136,"Contact righting","7d7b83m26q5lo23",""
"MGI:2685483","Gsg1l","C57BL","Late adult","IMPC_OFD_014_001",0.3596991,"Center distance travelled","7d8z5t0nr4t172o",""
"MGI:2384902","Rnpep","C57BL","Early adult","JAXLA_CSD_012_001",0.3308569,"Coat - hair distribution - head","7d9su1r09067140",""
"MGI:1278344","Nipsnap1","C57BL","Early adult","KMPCLA_GRS_010_001",0.5901546,"Forelimb grip strength normalised against body weight","7d9x8a6i5it81zy",""
"MGI:95413","Ercc2","C57BL","Early adult","IMPC_EYE_017_001",0.1340474,"Lens Opacity","7das2jhq184e79q",""
"MGI:1915751","Nsmce2","C57BL","E9.5","IMPC_ECG_002_001",0.5853947,"HR","7de1rh97677ac04",""
"MGI:1920211","Slc17a7","C57BL","Early adult","IMPC_GEL_024_001",0.8462738,"Branchial arch morphology","7dexxj423g8bc86",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","IMPC_CBC_006_001",0.4529114,"Total protein","7df362i22s7z2m0",""
"mgi:1197515","Irx1","C57BL","E18.5","IMPC_HEM_038_001",0.4473276,"Basophil differential count","7dg60jb88934h8d",""
"MGI:1926950","Zfp236","C57BL","Early adult","IMPC_HEM_002_001",0.449556,"Red blood cell count","7dh574g1960k1ck",""
"MGI:1277178","Fam91a1","C57BL","E18.5","IMPC_ABR_008_001",0.7665803,"18kHz-evoked ABR Threshold","7dkl57460n9u57t",""
"MGI:1889272","Cadm1","129SV","Early adult","ESLIM_008_001_008",0.8694624,"Locomotor activity","7dm265gmz7zi1t2",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_CSD_074_001",0.5155725,"Mouth morphology","7dor0wj511v3a2q",""
"MGI:87994","Aldoa","C57BL","E12.5","JAX_SLW_006_001",0.2577039,"Sleep bout lengths standard deviation","7dpns188t514f5g",""
"MGI:1923322","Rnf183","C57BL","Early adult","KMPCLA_CBC_004_001",0.1270956,"Urea (Blood Urea Nitrogen - BUN)","7dqm47qcc3m93k2",""
"MGI:2145316","TXNDC5","C57BL","Early adult","KMPCLA_CSD_005_001",0.857025,"Coat - color - back","7dt3s23ge8p6v92",""
"MGI:3650624","Arid3c","C57BL","Early adult","IMPC_CSD_080_001",0.3066317,"Head bobbing","7dw7l4s1ecl0g64",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_CSD_015_001",0.425506,"Coat - hair texture / appearance - head","7dwriu5waz9529a",""
"MGI:96654","Kcna1","C57BL","Early adult","ESLIM_015_001_018",0.4303483,"Triglyceride","7dx26b2hbjstx03",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_CSD_074_001",0.5598755,"Mouth morphology","7dx8st7387e89zv",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","M-G-P_013_001_003",0.05740448,"Left Retina","7e0ly05a9ggbch7",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_HEM_027_001",0.5562289,"Red blood cell distribution width","7e130696qoe7x8u",""
"MGI:1298224","Pip5k1c","C57BL","Early adult","IMPC_HEM_037_001",0.6268346,"Basophil cell count","7e285p7622ud3zj",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_EYE_062_001",0.3448903,"Right total retinal thickness","7e28te11d67du3w",""
"MGI:2443778","Cfap69","C57BL","Early adult","JAX_SLW_007_001",0.7017527,"Light sleep bout lengths mean","7e2c0govm15x5fx",""
"MGI:96654","Kcna1","C57BL","Early adult","HRWLLA_CSD_036_001",0.6794886,"Startle response","7e2gitay5m2bd77",""
"MGI:1914738","Calcoco1","C57BL","Late adult","IMPC_IMM_061_001",0.5849749,"T Cells (panel B)","7e3539s29dy4h9t",""
"MGI:1926950","Zfp236","C57BL","Early adult","UCDLA_HEM_002_001",0.3094004,"Red blood cell count","7e413jm701359i9",""
"MGI:1277178","Fam91a1","C57BL","Early adult","IMPC_GEL_011_001",0.6499684,"Embryo turning","7e44546z54jb9ww",""
"MGI:1914615","Pudp","C57BL","Early adult","ESLIM_009_001_702",0.7366683,"Forelimb and hindlimb grip strength measurement mean","7e4t7c02d1l84jc",""
"MGI:3650624","Arid3c","C57BL","Early adult","HRWL_OWT_001_001",0.3585669,"Spleen weight","7e7528v3i42q496",""
"MGI:1917311","Sdr9c7","C57BL","E15.5","IMPC_ECG_002_001",0.5743211,"HR","7e7j2w55g9e01c9",""
"MGI:1920040","Ssbp1","C57BL","Early adult","IMPC_ACS_036_001",0.6159583,"% Pre-pulse inhibition - PPI4","7e8129pkvi32851",""
"MGI:1914738","Calcoco1","C57BL","Early adult","JAX_LDT_008_001",0.9738836,"Percent time in dark","7e8f5tpra67ii53",""
"MGI:1926950","Zfp236","C57BL","E15.5","KMPCLA_OFD_020_001",0.455392,"Distance travelled - total","7e8q3i4m995d200",""
"MGI:2443439","Itgbl1","C57BL","Early adult","IMPC_ABR_012_001",0.9956224,"30kHz-evoked ABR Threshold","7e94b2487m2w7ad",""
"MGI:2443439","Itgbl1","C57BL","Early adult","JAX_SLW_006_001",0.8407656,"Sleep bout lengths standard deviation","7ean24784jk0y83",""
"MGI:2447773","Fam83a","C57BL","Early adult","IMPC_CBC_012_001",0.497601,"Aspartate aminotransferase","7ebjk068wkor305",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_HEM_038_001",0.3463652,"Basophil differential count","7ed7ag4i0xwcy9w",""
"MGI:1915751","Nsmce2","C57BL","Late adult","IMPC_LDT_007_001",0.1659391,"Percent time in dark","7edf2484728qv4e",""
"MGI:1914615","Pudp","C57BL","Early adult","IMPC_OFD_014_001",0.8151257,"Center distance travelled","7efvge7a9mmjddh",""
"MGI:2154278","Ankrd6","C57BL","Early adult","IMPC_HEM_030_001",0.296001,"Neutrophil cell count","7efzhx78z2hrv48",""
"MGI:2143484","Slc6a15","C57BL","Early adult","IMPC_GRS_010_001",0.4898352,"Forelimb grip strength normalised against body weight","7ei9k243960bg2u",""
"MGI:3769724","Tomt","C57BL","Early adult","IMPC_CBC_012_001",0.1888303,"Aspartate aminotransferase","7eliaa61lu9bw61",""
"MGI:3650333","Krtap9-5","C57BL","Early adult","IMPC_CBC_013_001",0.8130969,"Alanine aminotransferase","7eqy719b0t01hd7",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_ABR_010_001",0.6564941,"24kHz-evoked ABR Threshold","7et8e019hkw4f2l",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_EYE_062_001",0.816949,"Right total retinal thickness","7ex59z7f2tm62i3",""
"MGI:1926950","Zfp236","C57BL","Middle aged adult","IMPC_EYE_067_001",0.601312,"Left anterior chamber depth","7ey87t86k2zp3n1",""
"MGI:95413","Ercc2","C57BL","Early adult","IMPC_OFD_022_001",0.752279,"Percentage center time","7ezyn8x8s9m9089",""
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_ACS_034_001",0.7678682,"% Pre-pulse inhibition - PPI2","7f02z78x183vgn7",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_GEL_018_001",0.8153875,"Visceral yolk sac morphology","7f0gai4qwk1061m",""
"MGI:2141861","Ap2s1","C57BL","E12.5","IMPC_IPG_011_001",0.8719055,"Initial response to glucose challenge","7f11t5k0v0j7kq1",""
"MGI:1920081","Dhx30","C57BL","E12.5","M-G-P_026_001_007",0.7517033,"Skin pigmentation","7f14mkeah6zm91r",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_OFD_011_001",0.8261506,"Periphery resting time","7f1t168631ucvu3",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_ACS_006_001",0.8339843,"Response amplitude - S","7f30ou5j2gog0xd",""
"MGI:1926950","Zfp236","C57BL","Late adult","IMPC_CBC_008_001",0.3381401,"Total bilirubin","7f3671a0o827fw8",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_EYE_083_001",0.7853627,"Vitreous","7f4j1n0xnf6bhw0",""
"MGI:1298397","Sncg","C57BL","Middle aged adult","ESLIM_011_001_010",0.5500603,"PP4 + pulse startle magnitude","7f5f159h5pmn74d",""
"MGI:1918039","Kynu","C57BL","Early adult","IMPC_OFD_013_001",0.6937287,"Periphery average speed","7f5l027n8v5b40y",""
"MGI:1914391","Fbxo5","C57BL","E9.5","IMPC_OFD_050_001",0.4404926,"Percentage center movement time","7f62x17o4k9rkwl",""
"MGI:97616","Plcg2","C3H","Early adult","JAX_ROT_002_001",0.5092664,"Average duration","7f66cq394cj703q",""
"MGI:1914738","Calcoco1","C57BL","Late adult","IMPC_GEL_018_001",0.6612434,"Visceral yolk sac morphology","7f67xso53i1l1h5",""
"MGI:103032","Scg3","C57BL","Early adult","IMPC_EYE_007_001",0.2042915,"Cornea","7f7atly06s866mi",""
"MGI:1197515","Irx1","C57BL","Early adult","IMPC_CSD_041_002",0.9096989,"Hindpaw - size","7f8t94eksrw3rm4",""
"MGI:95675","Gch1","C57BL","Early adult","UCD_OWT_029_001",0.1230731,"Body length","7f90291z754a01a",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_ECH_009_001",0.4332079,"LVPWd","7f93o0lp1q80714",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_LDT_006_001",0.955661,"Latency to first transition into dark","7f9dkn8e6o96d2c",""
"MGI:1923275","Cant1","C57BL","Early adult","IMPC_EYE_092_001",0.183206,"Retina (combined)","7fb0k2z3o73o4t9",""
"MGI:103032","Scg3","C57BL","Early adult","IMPC_ACS_037_001",0.5259933,"% Pre-pulse inhibition - Global","7ffnt12024w7pza",""
"MGI:1913483","Dmap1","C57BL","E12.5","IMPC_DXA_008_001",0.6695423,"Lean/Body weight","7fg3t0ds34c766a",""
"MGI:107277","FYCO1","C57BL","Early adult","KMPCIP_CSD_008_001",0.4099486,"Coat - color pattern - back","7fh47mr8q6173nq",""
"MGI:1918968","Telo2","C57BL","Early adult","ESLIM_018_001_008",0.1958459,"NK cell percentage","7fj4kh95vuk0g5t",""
"MGI:1918673","Epg5","C57BL","Early adult","M-G-P_007_001_015",0.1959675,"Number of entries in the center","7fkkwi8px0997wu",""
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_EYE_026_001",0.5774451,"Retinal Blood Vessels Pattern","7fl719m9r1zd4jd",""
"MGI:1277178","Fam91a1","C57BL","E18.5","JAX_OFD_014_001",0.9857314,"Center distance travelled","7foyoj7mpyxq6nj",""
"MGI:1926154","Cfap20dc","C57BL","Early adult","HRWL_OWT_001_001",0.9833809,"Spleen weight","7fp518dg94rp0m2",""
"MGI:1889272","Cadm1","C57BL","Early adult","JAX_OFD_021_001",0.3717681,"Number of rears - total","7fru93d3184sp09",""
"MGI:3779462","Plscr5","C57BL","Early adult","IMPC_HEM_039_001",0.3464626,"Large Unstained Cell (LUC) count","7fs02u5s0bntme4",""
"MGI:1914615","Pudp","C57BL","Early adult","ESLIM_019_001_003",0.8075819,"IgG1","7fs0aeaz6x44toe",""
"MGI:106014","Nudc","C57BL","Early adult","IMPC_OFD_022_001",0.2447569,"Percentage center time","7fsu5mopl853879",""
"MGI:1916286","Zg16","C57BL","Early adult","IMPC_HEM_031_001",0.9290922,"Lymphocyte differential count","7ft4k89x492e8k0",""
"MGI:1923275","Cant1","C57BL","Early adult","IMPC_CSD_074_001",0.8219374,"Mouth morphology","7fv84gfw8z4r610",""
"MGI:1921358","Parn","C57BL","Early adult","IMPC_CSD_041_002",0.8991063,"Hindpaw - size","7fw71vz2a64934k",""
"MGI:2141861","Ap2s1","C57BL","E9.5","IMPC_OFD_019_001",0.1914673,"Number of center entries","7fx2yo1889xq1em",""
"MGI:2442707","Tmem72","C57BL","Late adult","IMPC_ABR_006_001",0.6884014,"12kHz-evoked ABR Threshold","7fy92lj88e5t010",""
"MGI:3039629","Slc17a8","C57BL","Early adult","JAX_OFD_020_001",0.1904027,"Distance travelled - total","7g2343p97f7sfb5",""
"MGI:1920136","Yju2","C57BL","E9.5","ESLIM_019_001_002",0.8163668,"IgG3","7g2897o46q18171",""
"MGI:2444612","Klhdc7a","C57BL","Early adult","ESLIM_011_001_010",0.5309658,"PP4 + pulse startle magnitude","7g2ono8079b4h76",""
"MGI:2443778","Cfap69","C57BL","Early adult","JAX_LDT_006_001",0.9844284,"Fecal boli","7g32yxsyo336blw",""
"MGI:1913483","Dmap1","C57BL","E9.5","IMPC_OFD_050_001",0.9987848,"Percentage center movement time","7g4l09rniv1547k",""
"MGI:1914805","Mgat4d","C57BL","Early adult","JAX_SLW_008_001",0.4555488,"Light sleep bout lengths standard deviation","7g4pgu8sy39q040",""
"MGI:1889272","Cadm1","129SV","Early adult","IMPC_ACS_006_001",0.9703819,"Response amplitude - S","7g54u814vpo3q52",""
"MGI:1925868","Acap2","C57BL","Early adult","IMPC_EYE_092_002",0.07797151,"Retina (combined)","7g6a6428u15wq73",""
"MGI:1914228","Luc7l","C57BL","Middle aged adult","IMPC_HEM_035_001",0.7350409,"Eosinophil differential count","7g7g887u8t7663t",""
"MGI:3645933","TM4SF19","C57BL","Early adult","IMPC_CBC_009_001",0.5788271,"Calcium","7g943q7u2p8yts6",""
"MGI:2137600","Rcc1l","C51BL","Early adult","ESLIM_019_001_003",0.7964625,"IgG1","7g964jr81462y96","mouse_strain invalid value"
"MGI:1197515","Irx1","C57BL","E12.5","IMPC_HEM_005_001",0.2650233,"Mean cell volume","7ga27mjw70950g7",""
"MGI:1918039","Kynu","C57BL","Early adult","IMPC_ACS_037_001",0.9983443,"% Pre-pulse inhibition - Global","7gc6cj979zs5mbl",""
"MGI:2148801","Afg1l","C57BL","Early adult","IMPC_EYE_059_001",0.2731826,"Mean right eye lens density","7gdng115i7341c3",""
"MGI:2150302","Ddhd1","C57BL","Early adult","IMPC_HWT_008_001",1.543369e-05,"Heart weight","7geics0k2u30mew",""
"MGI:1918968","Telo2","C57BL","Early adult","ESLIM_011_001_009",0.3644129,"PP3 + pulse startle magnitude","7ghm6u3729y4scx",""
"MGI:88105","Atp1a1","C57BL","Early adult","IMPC_GEL_017_002",0.9627607,"Pale yolk sac","7giv4k190piv748",""
"MGI:1921850","Mrpl47","C57BL","E12.5","IMPC_LDT_008_001",0.5270985,"Percent time in light","7gj9svymam6kp14",""
"MGI:1298397","Sncg","C57BL","Late adult","IMPC_EYE_023_001",0.7602101,"Optic Disc","7gkaiq1h6884k6v",""
"MGI:1926950","Zfp236","C57BL","E9.5","IMPC_EYE_007_001",0.7521878,"Cornea","7gl9b5b7wp92o4m",""
"MGI:95751","Glrb","C57BL","E15.5","IMPC_OFD_010_001",0.6968656,"Periphery distance travelled","7gm53157523834h",""
"MGI:1914391","Fbxo5","C57BL","Early adult","IMPC_OFD_009_001",0.4790169,"Whole arena average speed","7go19fd59p1a273",""
"MGI:2148801","Afg1l","C57BL","Middle aged adult","IMPC_DXA_004_001",0.4622151,"Bone Mineral Density (excluding skull)","7gpu0my8ta25412",""
"MGI:1914228","Luc7l","C57BL","Late adult","IMPC_LDT_007_001",0.7821125,"Percent time in dark","7gru410w0qcy5b9",""
"MGI:1914228","Luc7l","C57BL","Early adult","IMPC_GEO_069_001",0.1655668,"Delayed embryonic development","7gt14z11ok9by9o",""
"MGI:2141861","Ap2s1","C57BL","E12.5","IMPC_LDT_008_001",0.1288112,"Percent time in light","7gtbf537295jst7",""
"MGI:3769724","Tomt","C57BL","Early adult","IMPC_OFD_013_001",0,"Periphery average speed","7gvq272dcr8w0t1",""
"MGI:2685483","Gsg1l","C57BL","Early adult","IMPC_CBC_008_001",0.169053,"Total bilirubin","7gw0y0wgfl2ii1v",""
"MGI:2654470","Ctdsp1","C57BL","Early adult","IMPC_CBC_006_001",0.4347687,"Total protein","7gx1hupy7o7a769",""
